precision,recall,f1_score,execution_time,threshold,two_step,bleu_1,bleu_2,bleu_3,bleu_4,prompt_token_count,candidates_token_count,total_token_count,total_calls,tp,fp,fn
0,0.0,0,20.39858388900757,0.125,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,550
0,0.0,0,20.41467809677124,0.125,False,0.0,0.0,0.0,0.0,0,0,0,0,0,0,550
0,0.0,0,20.457268476486206,0.25,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,550
0,0.0,0,20.414538621902466,0.25,False,0.0,0.0,0.0,0.0,0,0,0,0,0,0,550
0.967391304347826,0.1618181818181818,0.2772585669781932,25.86854577064514,0.375,True,0.3331839930026541,0.23217358881506558,0.2008266188027347,0.18470317198607358,19426,112,19538,112,89,3,461
0.9615384615384616,0.18181818181818182,0.30581039755351686,21.86563515663147,0.375,False,0.3447503385579868,0.2466038433209612,0.2157070884962807,0.19999117283689657,0,0,0,0,100,4,450
0.7244582043343654,0.850909090909091,0.782608695652174,48.08223915100098,0.5,True,0.9046453625737217,0.8246318197222414,0.7934840620290381,0.7729572730032442,129950,792,130742,792,468,178,82
0.6964285714285714,0.9218181818181819,0.7934272300469484,21.714982986450195,0.5,False,0.9369611907985369,0.8641969005501496,0.8370054272676007,0.8197501857509372,0,0,0,0,507,221,43
0.7136431784107946,0.8654545454545455,0.7822514379622022,49.13394284248352,0.625,True,0.9291036246887335,0.8479404678538046,0.8106616959991004,0.7867924543882137,134183,820,135003,820,476,191,74
0.7010723860589813,0.9509090909090909,0.8070987654320988,21.740840196609497,0.625,False,0.9649334086880077,0.8926132503509824,0.8603331118893546,0.8393395015495362,0,0,0,0,523,223,27
0.7218045112781954,0.8727272727272727,0.7901234567901235,49.11494565010071,0.75,True,0.9292815168377601,0.8501499610126739,0.812941246809998,0.7887607251632479,134183,820,135003,820,480,185,70
0.7010723860589813,0.9509090909090909,0.8070987654320988,21.77843475341797,0.75,False,0.9649334086880077,0.8926132503509824,0.8603331118893546,0.8393395015495362,0,0,0,0,523,223,27
0.7288135593220338,0.86,0.7889908256880733,48.86486601829529,0.875,True,0.9264601494914646,0.8448171353256844,0.8066543035178048,0.7801596323424169,134183,820,135003,820,473,176,77
0.7010723860589813,0.9509090909090909,0.8070987654320988,21.685622930526733,0.875,False,0.9649334086880077,0.8926132503509824,0.8603331118893546,0.8393395015495362,0,0,0,0,523,223,27
0.7243975903614458,0.8745454545454545,0.7924217462932456,27.45897078514099,0.5,,0.9331664726195221,0.8538257059605594,0.8166864252161031,0.7924843042345637,134183,820,135003,820,481,183,69
0,0.0,0,20.34426522254944,0,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,550
0,0.0,0,20.372800588607788,0,False,0.0,0.0,0.0,0.0,0,0,0,0,0,0,550
0.7170658682634731,0.8709090909090909,0.786535303776683,48.739222049713135,1,True,0.9289351022056679,0.8492911414925053,0.8121282886324578,0.7878095891314127,134183,820,135003,820,479,189,71
0.7010723860589813,1.0,0.8070987654320988,21.928252696990967,1,False,0.9649334086880077,0.8926132503509824,0.8603331118893546,0.8393395015495362,0,0,0,0,523,223,0
